block_id	transaction_hash	index	time	value	value_usd	recipient	type	script_hex	is_from_coinbase	is_spendable
839401	b0a1042d7c0337cb43172170255869a7f0643d53bcf5d12ea309dc66ae3dba58	0	2024-04-16 00:00:28	95104	60.3606	1Pybd7ziCvxK5s2YLSNzaU3E6bqn16YLkr	pubkeyhash	76a914fc06f675d400a54b117de087ed43475bdd29e77c88ac	0	-1
839401	67cb5a5f3ba3056d699321a4b3c0482a2c2291a86cfadcaa665850d6dbee115a	0	2024-04-16 00:00:28	31519	20.0045	1Bb3KJFzSqLTUddhx81am1XAxte2JC76vA	pubkeyhash	76a91474215559b2d35bb7b30d492bfca73091842f5d8388ac	0	-1
839401	67cb5a5f3ba3056d699321a4b3c0482a2c2291a86cfadcaa665850d6dbee115a	1	2024-04-16 00:00:28	2886524	1832.019	bc1qy3vh84y3kdxvfqs4ajudu50xfq2677h73ewex4	witness_v0_scripthash	0014245973d491b34cc48215ecb8de51e64815af7afe	0	-1
839401	feacf08a9b25b362504a8033e3d37b1933e2ecf9911aca79b0032ad923dbfb5e	0	2024-04-16 00:00:28	102436	65.0141	bc1qlcm2qqavctyzsmkgapvcgu9pkan8zjhnsawe9v	witness_v0_scripthash	0014fe36a003acc2c8286ec8e8598470a1b766714af3	0	-1
839401	feacf08a9b25b362504a8033e3d37b1933e2ecf9911aca79b0032ad923dbfb5e	1	2024-04-16 00:00:28	19358785	12286.6338	bc1qk2h0tyv4tg505x94f74xt5vdx27s0e0jv7wxpa	witness_v0_scripthash	0014b2aef591955a28fa18b54faa65d18d32bd07e5f2	0	-1
839401	5c721022098980fd52bd9c06a875ea79dd0a97f7ab3f8a476ac546fffeda2f5f	0	2024-04-16 00:00:28	698000	443.0067	1HqD1JHe5SenHc431Np7shQq1jXZvCNxcq	pubkeyhash	76a914b8a00005ff58ef1f6d725b54927e0aaf7e3a3a8b88ac	0	-1
839401	5c721022098980fd52bd9c06a875ea79dd0a97f7ab3f8a476ac546fffeda2f5f	1	2024-04-16 00:00:28	11429640	7254.1641	bc1qhsqm3fdakj7dvku9gy0czpx4kvv5jhhjv9qvhk	witness_v0_scripthash	0014bc01b8a5bdb4bcd65b85411f8104d5b319495ef2	0	-1
839401	e732e7eb5aa1c354fc4bd3c56ede4f1741980d22fda84c9444403d206cf3dc61	0	2024-04-16 00:00:28	137601	87.3326	12zRRzcJs5FinG663SMhwdUVnvfQogRjyv	pubkeyhash	76a91415d43ac11dfa38ad885585b9aa88fbab76bc1d4d88ac	0	-1
839401	d5eb3cde0da76e181a284627a6c28f93347597064c3de5e1150508d2c1790162	0	2024-04-16 00:00:28	941005	597.2371	1Fe3jHENN7HLgonTcZFDS35YRSXj5sT8qv	pubkeyhash	76a914a0936df91d1850f2f2dc0e4cd2f176ac766e51ec88ac	0	-1
839401	39123acfa627003be502c7fb6a483164a92f6315769f3fcc8de4d3c7ce701c63	0	2024-04-16 00:00:28	162948	103.4198	39s8CfkxCuWapySYfRHUK5Bj1NS3rsgyN6	scripthash	a91459aa681184d78f554cdf584ef29599f31144de3687	0	-1
839401	a9d90931e88e341d874047dd861d2e1db941b29f394aae0a6671a40efa953463	0	2024-04-16 00:00:28	13899	8.8214	1B4onaTRcE225yjWYFio8E1XpEGkCJLwYS	pubkeyhash	76a9146e698f80170f9a3ed4be6b136de596aaf31ccab488ac	0	-1
839401	abec2d5ef14cc1b1d13912261f5bfe3b4c12aeebe24ceb3035376e59b6c2a563	0	2024-04-16 00:00:28	220000	139.6296	bc1qfwvvsk0plv4tssra3f0e0fy8t5qk3c75vy2wjg	witness_v0_scripthash	00144b98c859e1fb2ab8407d8a5f97a4875d0168e3d4	0	-1
839401	abec2d5ef14cc1b1d13912261f5bfe3b4c12aeebe24ceb3035376e59b6c2a563	1	2024-04-16 00:00:28	308556	195.8343	bc1qq5elkmxg6mnnqtxkcxykt9j3ks495t94p9lzhg	witness_v0_scripthash	00140533fb6cc8d6e7302cd6c189659651b42a5a2cb5	0	-1
839401	8103ba98e399baac380e00c21300cf3c6d712e1754411016be644ee0d87dac63	0	2024-04-16 00:00:28	730749	463.7918	16d39ku7ciDMQEgsu2eR3Ft5UJGYQVbhxE	pubkeyhash	76a9143da9662adb1b3318a53d990037ec04d55544eefa88ac	0	-1
839401	7526c6cef2b48998c83a9c70ebdd0c7a7ff680495713d8ebf88ca1f2d8cb2d67	0	2024-04-16 00:00:28	16257302	10318.1846	bc1qllyjk50gltqlpq6zqsgulm452utsht54u9h5a9	witness_v0_scripthash	0014ffc92b51e8fac1f083420411cfeeb457170bae95	0	-1
839401	7526c6cef2b48998c83a9c70ebdd0c7a7ff680495713d8ebf88ca1f2d8cb2d67	1	2024-04-16 00:00:28	527117	334.5506	bc1qmlv0r068k9d3usay8kuenxfx6av2t9cns2f2lw	witness_v0_scripthash	0014dfd8f1bf47b15b1e43a43db9999926d758a59713	0	-1
839401	a46d629777b14522f27693510cdcec40e8a24efc09a8fea23cde3e0161b15168	0	2024-04-16 00:00:28	3151884	2000.4377	bc1qwnqvzfnw9x2d9gggja45mz2zex5pcgk0xnps70	witness_v0_scripthash	001474c0c1266e2994d2a108976b4d8942c9a81c22cf	0	-1
839401	a46d629777b14522f27693510cdcec40e8a24efc09a8fea23cde3e0161b15168	1	2024-04-16 00:00:28	2811875	1784.6409	bc1qgvel5kxmvt76s0rtflt826j6fps9zagewavmkz	witness_v0_scripthash	00144333fa58db62fda83c6b4fd6756a5a4860517519	0	-1
839401	f86c3e925c44a93fd48c9c229ab94c768934fb2f8334d9ad9e81d9bcb8655468	0	2024-04-16 00:00:28	180791	114.7444	bc1qkkg9s0cn6zquv6ztgu3ytu2d3sl5jq46p07lkv	witness_v0_scripthash	0014b590583f13d081c6684b472245f14d8c3f4902ba	0	-1
